"Term","15","18","77","89","38","66","80","103","22","61","93","94"
"russia",,,,,,,0.0294110438080817,,0.219556168129677,0.180871589926774,0.23566771478717,0.129861196040828
"northKorea",,,,,0.0972743041504333,0.0993345768555862,0.215680987925933,0.240283782328636,,,,0.014591145622565
"southKorea",,,,,0.133165125899165,0.149584124024402,0.0615124461740263,0.052439727382726,,,,
"borderWall",0.250794320443427,0.174059971661408,0.252969934890683,0.113832116657178,,,,,,,,
"nkDenuclearization",,,,,0.110970938249304,0.0889194515033947,0.107031656342806,0.103568461580884,,,,
"kimJongun",,,,,,0.0419453664484082,0.170764143027086,0.215057597787095,,,,
"nkNuclearProgram",,,,,0.0776796567745128,0.0764541078346945,0.120564394501092,0.115367400241997,,,,
"borderSecurity",0.115409775779276,0.144673223199093,0.204182876018909,0.164130028668489,,,,,,,,
"usMilitary",,,,,0.0180985804972531,0.216854398696285,,,,,,
"russianElectionInterference",,,,,,,,,0.10836259720336,0.215939574673646,0.0173282695373519,0.0457755120278379
"wallLegislation",0.144262219724095,0.237354506811011,0.108415686381721,0.0794177558073332,,,,,,,,
"rexTillerson",,,,,0.196041626825035,0.0314590248363061,0.0310480260049248,,,,,
"putin",,,,,,,,,0.130919719308279,,0.0291544555440566,0.161734342130654
"china",,,,,0.112023786757163,0.0524317080605102,0.0620960520098495,,,,,
"russiaGainInfluence",,,,,,,,,0.0887651062197738,0.107181686699328,0.0646922062727804,0.0238032662544757
"britain",,,,,,,,,,,0.207248729353403,0.0597253156409352
"diplomacy",,,,,0.0665825629495824,0.0274237560711404,0.0775056821792731,0.0734156183358164,,,,
"intelligenceAgencyInvestigation",,,,,,,,,0.159810655702397,0.0899735744949526,0,0
"trumpProposesSummit",,,,,0.0180985804972531,0,0,0.224504468101367,,,,
"usMilitaryAction",,,,,0.0420089200339361,0.0996202453149694,0.0310480260049248,0,,,,
"russianSummit",,,,,,,,,0,0,0,0.3313208866384
"poisoning",,,,,,,,,0,0,0.143190031189624,0.098546770807543
"collusionHoax",,,,,,,,,0,0.267385937925538,0,0
"russianhacking",,,,,,,,,0.112973771552439,0.0598956484496243,0.0115521796915679,0.0183102048111352
"russianRelations",,,,,,,,,0.0564037608361402,0,0,0.194107275833039
"wallCost",0.133165125899165,0.0904207644994329,0.0722771242544809,0.0264725852691111,,,,,,,,
"usAllies",,,,,,0.0209726832242041,,,0.0290932709573954,,0.102040594404198,
"nuclearWeapons",,,,,,0.112779424347413,,,,,,
"investigationReport",,,,,,,,,0.0940062680602337,0.0771202067099593,0,0
"mexico",0.110970938249304,0.0904207644994329,0.0180692810636202,0.0794177558073332,,,,,,,,
"usMedia",,0.036027520055716,0.0575966274574934,,,,,,,0.062802635391241,0.0184115402177476,0.043773436867695
"nkAllies",,,,,0.0560118933785814,0.0262158540302551,0.0543340455086183,0,,,,
"nerveAgent",,,,,,,,,,,0.0753631743103283,0.0895879734614028
"accusersOfRussianInfluence",,,,,,,,,0.130372856756978,,,
"alliedExpulsions",,,,,,,,,0,0,0.130647037317981,0
"nkDeception",,,,,0,0,0,0.148264119915752,,,,
"expulsions",,,,,,,,,0,0,0.103624364676701,0.0298626578204676
"tillersonWarnsNk",,,,,0.0560118933785814,0.0314590248363061,0.0155240130024624,0,,,,
"immigrationDaca",0.0443883752997216,0.0226051911248582,0.0903464053181011,0.0529451705382222,,,,,,,,
"usIntelligence",,,,,0.0110970938249304,0.00831022911246679,,,0.0806955511088853,0.0157620127499011,,
"mexicoPaysForWall",0.144788643978025,0.0737349575814014,0,0,,,,,,,,
"nkMilitaryPreparedness",,,,,0.0723943219890123,0.0271067998370356,0,0,,,,
"usLaw",,0.0368674787907007,,0.215874634846754,,,,,,,,
"facebook",,,,,,,,,0,0.142605833560287,0,0
"skMissileDefense",,,,,0.100400268678303,0,0,0,,,,
"sovietUnion",,,,,,0.0751862828982754,,,,,,
"summitTopics",,,,,,,,,0,0,0,0.1656604433192
"homelandSecurity",0,0.0142622876658425,0.0684026822920999,0.116916391901678,,,,,,,,
"fakeNews",,,,,,,,,0.0188012536120468,0.102826942279946,0,0
"russianDiplomats",,,,,,,,,,,0.0753631743103283,0.0298626578204676
"usExpulsions",,,,,,,,,0,0,0.0753631743103283,0.0298626578204676
"nkSanctions",,,,,0.0140029733446454,0.0209726832242041,0.0465720390073871,0,,,,
"wallOpponents",0.0665825629495824,0.0226051911248582,0.0361385621272405,0.0264725852691111,,,,,,,,
"Environmental groups",,,,0.179631806008771,,,,,,,,
"borderSecurityLoopholes",,,0.122610525482961,,,,,,,,,
"infrastructureImprovement",0.150600403017455,,,,,,,,,,,
"slantedMedia",,,,,,,,,0,0.106954375170215,0,0
"increasedNkStatus",,,,,0,0.0135533999185178,0,0.0641441337432478,,,,
"landowners",,0.0368674787907007,,0.129524780908052,,,,,,,,
"japan",,,,,,0.0209726832242041,0.0310480260049248,0.0165428921374689,,,,
"usRetaliation",,,,,,,,,0.0145466354786977,0,0.0481048516476934,0.0115524530093324
"presidentObama",,,,,0.0110970938249304,0.0249306873374004,,,0.0115279358726979,,,0.0183102048111352
"skDefense",,,,,0.0542957414917592,0.00677669995925891,0,0,,,,
"uscbp",0,0.028524575331685,0.0456017881947332,0.0334046834004793,,,,,,,,
"deportationPlan",0.0110970938249304,0.0113025955624291,0.0632424837226708,0.0132362926345555,,,,,,,,
"2006SecureFenceAct",0.0361971609945062,0.0737349575814014,0,0,,,,,,,,
"TrumpWarnsNk",,,,,0.0180985804972531,0,0.0401289914720729,0,,,,
